Samtala,,Sérheiti,Hlutverk,Tegund,X (A),Y (N),nakvaemni,Uppdrættir,Ljósmyndir,Skrásetjari á vettvangi,Dags,Skrásetjari á gagnagrunn,Dagsetning innsláttar,Sveitarfélagsnúmer
ÁR-008:005,,,traðir,heimild,415492,373597,2,,,RGG,30/05/11,ÁE,,
ÁR-008:006,,,útihús,heimild,415513,373568,2,,,RGG,30/05/11,ÁE,,
ÁR-008:007,,,útihús,heimild,415421,373526,2,,,RGG,30/05/11,,,
ÁR-008:008,,Mógrafadæl,mógrafir,náma,415267,373240,2,,ÁR-008_008_VNV,RGG,30/05/11,,,
ÁR-008:009,,,útihús,frásögn,415386,373568,2,,,RGG,30/05/11,,,
ÁR-008:010,,,útihús,heimild,415369,373409,2,,,RGG,30/05/11,,,
ÁR-008:011,,,útihús,heimild,416221,373491,2,,,RGG,30/05/11,,,
ÁR-008:012,,,óþekkt,tóftir,415406,373175,2,ÁR008_012,ÁR-008_012a_S; ÁR-008_012b_N; ÁR-008_012b_V,RGG,30/05/11,,,
ÁR-008:013,,,fjárhús,þúst,415533,373105,2,,ÁR-008_013_N,RGG,30/05/11,,,
ÁR-008:014,,Torfdæl,rista,náma,415065,372294,2,,,RGG,30/05/11,,,
ÁR-008:015,,,útihús,heimild,415454,373469,2,,,RGG,30/05/11,,,
ÁR-009:001,,Nes,bústaður,bæjarstæði,416633,372369,2,,ÁR009_001_NA,RGG,25/05/11,ÁE,,
ÁR-009:002,,Nes,bústaður,bæjarhóll,416455,372381,2,ÁR009-002,,RGG,25/05/11,SG,14/05/06,
ÁR-009:003,,Nesútgarður,landamerki,tóft+garðlag,415608,371564,2,ÁR009_003,ÁR009_003a_S; ÁR009_003b_VSV,RGG,25/05/11,ÁE,,
ÁR-009:004,,Ísólfsskáli,landamerki,heimild,415981,372929,2,,,RGG,25/05/11,ÁE,,
ÁR-009:005,,Gamlistekkur,stekkur,heimild,416004,373360,2,,,RGG,25/05/11,ÁE,,
ÁR-009:006,,Hlaðkvíar,kvíar,tóft,416544,372464,2,ÁR009-006,ÁR009_006_A,RGG,25/05/11,ÁE,,
ÁR-009:007,,Lambhúshóll,lambhús,tóft,416533,372351,2,ÁR009_007,ÁR009_007_ASA; ÁR009_007_NV,RGG,25/05/11,ÁE,,
ÁR-009:008,,Smiðjuhóll,smiðja,þúst,416432,372411,2,,ÁR009_008_NV,RGG,25/05/11,ÁE,,
ÁR-009:009,,Nóntótt,óþekkt,tóft,416130,372130,2,ÁR009_009,ÁR009_009b_N; ÁR009_009a_N,RGG,25/05/11,ÁE,,
ÁR-009:010,,Ferjuhamar,ferja,heimild,416319,371530,2,,,RGG,25/05/11,,,
ÁR-009:011,,,ferja,heimild,416708,372181,2,,,RGG,25/05/11,ÁE,,
ÁR-009:012,,,kálgarður,gerði,416475,372382,2,ÁR009-012,ÁR009_012_S; ÁR009_012_S(2); ÁR009_012_SA,RGG,25/05/11,ÁE,,
ÁR-009:013,,,traðir,heimild,416460,372320,2,,,RGG,25/05/11,ÁE,,
ÁR-009:014,,Koppahóll,útihús,þúst,416440,372339,2,,ÁR009_014_S,RGG,25/05/11,ÁE,,
ÁR-009:015,,Pálsgarður,vörslugarður,garðlag,416432,371986,2,ÁR009_015,ÁR009_015_NA; ÁR009_015_SV; ÁR009_015_V,RGG,25/05/11,,,
ÁR-009:016,,,útihús,þúst,416401,372282,2,,ÁR009_016_S,RGG,25/05/11,,,
ÁR-009:017,,,útihús,frásögn,416384,372381,2,,,RGG,25/05/11,,,
ÁR-009:018,,,,öskuhaugur,416476,372431,2,,ÁR009_018_NA,RGG,25/05/11,,,
ÁR-009:019,,Fæla,útihús,frásögn,416288,372413,2,,,RGG,25/05/11,,,
ÁR-009:020,,,mógrafir,náma,416339,372042,2,,ÁR009_020_NV; ÁR009_020_S,RGG,25/05/11,,,
ÁR-009:021,,,leið,gata,415770,371539,2,,ÁR009_021_A,RGG,25/05/11,,,
ÁR-009:022,,,lögn,frásögn,416523,372500,2,,ÁR009_022_N,RGG,25/05/11,,,
ÁR-009:023,,,lögn,frásögn,416680,372234,2,,ÁR009_023_N,RGG,25/05/11,,,
ÁR-010:001,,Efri Sýrlækur,býli,tóftaþyrping,415562,370080,2,ÁR010_001 a-j,ÁR010_001a-j,RGG,20/04/12,SG,14/05/06,
ÁR-010:002,,Efri Sýrlækur,bústaður,bæjarhóll,415112,370146,2,ÁR010:002,ÁR010_002_A; ÁR010_002_S,RGG,18/04/12,ÁE,,
ÁR-010:003,,Efri Sýrlækur,bústaður,bæjarhóll,414897,370429,2,ÁR010:003,ÁR010_003_A-H,RGG,18/04/12,,,
ÁR-010:004,,,útihús,heimild,414930,370469,2,,,RGG,18/04/12,ÁE,,
ÁR-010:005,,,kálgarður,tóft+garðlag,414901,370403,2,ÁR010:001,ÁR010:005_N,RGG,08/04/12,,,
ÁR-010:006,,,útihús,hús,414888,370351,2,ÁR-010:006,ÁR010_006_A; ÁR010_006_SSA,RGG,18/04/12,,,
ÁR-010:007,,,túngarður,garðlag,414784,370579,2,,ÁR010_007_V,RGG,18/04/12,,,
ÁR-010:008,,,kvíar,tóft+garðlag,414983,370785,2,ÁR010:008,ÁR010_008_S,RGG,18/04/12,,,
ÁR-010:009,,,bústaður,öskuhaugur,414940,370736,2,,,RGG,18/04/12,,,
ÁR-010:010,,,fjárhús,frásögn,414973,370705,2,,,RGG,18/04/12,,,
ÁR-010:011,,,brunnur,brunnur,414906,370451,2,,ÁR010_011_ASA,RGG,18/04/12,,,
ÁR-010:012,,,fjárhús,tóft,414814,370496,2,ÁR010:012,ÁR010_012_NV; ÁR010_012_SA; ÁR010_012_V,RGG,18/04/12,,,
ÁR-010:013,,,vörslugarður,garðlag,412065,371119,2,,ÁR010_013_NA; ÁR010_013_NNV,RGG,18/04/12,,,
ÁR-010:014,,,fjárskýli,tóft,415405,370155,2,ÁR010:014,ÁR010_014_A; ÁR010_014_ANA,RGG,20/04/12,,,
ÁR-010:015,,,vað,frásögn,415636,371096,2,,ÁR010_015_NA,RGG,23/04/12,,,
ÁR-010:016,,,beitarhús,tóft,414648,371369,2,ÁR010:016,ÁR010_016_ANA; ÁR010_016_N,RGG,02/05/12,,,
ÁR-010:017,,,landamerki,heimild,414191,370630,2,,,RGG,02/05/12,,,
ÁR-010:018,,,landamerki,heimild,413831,370884,2,,,RGG,02/05/12,,,
ÁR-010:019,,,landamerki,garðlag,414357,371341,2,,ÁR010_019_ANA; ÁR010_019_V,RGG,02/05/12,,,
ÁR-011:001,,Syðri Sýrlækur,bústaður,bæjarhóll,415263,369833,2,ÁR011:001,ÁR011_001a_ANA; ÁR011_001a_N; ÁR011_001b_ANA,RGG,20/04/12,SG,14/05/06,
ÁR-011:002,,Syðri-Sýrlækur,bústaður,bæjarstæði,414986,369978,2,,ÁR011_002_SSA; ÁR011_002_SSV(2),RGG,23/04/12,ÁE,,
ÁR-011:005,,Syðri-Sýrlækur,bústaður,bæjarhóll,414251,369948,2,ÁR011:005,ÁR011_005_VNV,RGG,23/04/12,ÁE,,
ÁR-011:006,,Grænhóll,bústaður,bæjarstæði,414382,369461,2,ÁR011:006,ÁR011_006_N; ÁR011_006_V,RGG,23/04/12,ÁE,,
ÁR-011:007,,Stekkurinn,stekkur,tóft+garðlag,414303,370382,2,ÁR011:007,ÁR011_007_NA,RGG,23/04/12,ÁE,,
ÁR-011:008,,,kálgarður,heimild,414240,369939,2,,,RGG,23/04/12,ÁE,,
ÁR-011:009,,,túngarður,heimild,414290,370035,2,,,RGG,23/04/12,ÁE,,
ÁR-011:010,,,mógrafir,frásögn,414254,370065,2,,,RGG,23/04/12,,,
ÁR-011:011,,Bali,býli,heimild,414032,369778,2,,,RGG,23/04/12,,,
ÁR-011:012,,,mógrafir,frásögn,413834,370447,2,,,RGG,23/04/12,,,
ÁR-011:013,,,útihús,heimild,414103,369911,2,,,RGG,23/04/12,,,
ÁR-011:014,,,brunnur,frásögn,414236,369958,2,,,RGG,23/04/12,,,
ÁR-011:015,,,vörslugarður,garðlag,414349,370003,2,,ÁR011_015_NA,RGG,23/04/12,,,
ÁR-011:016,,Gautateigsvarða,landamerki,heimild,413167,370335,2,,,RGG,24/04/12,ÁE,,
ÁR-011:017,,,leið,heimild,415411,370182,2,,,RGG,24/04/12,,,
ÁR-012:001,,Mýrar,bústaður,bæjarhóll,413215,371962,2,ÁR012:001,ÁR012_001_A; ÁR012_001_N,RGG,26/04/12,SG,14/05/06,
ÁR-012:002,,Miðmundavarða,eyktamark,varða,413735,371693,2,,,RGG,26/04/12,ÁE,,
ÁR-012:003,,Stekkjarbrot,stekkur,þúst,412851,371785,2,ÁR012:003,ÁR012_003_A,RGG,29/04/12,ÁE,,
ÁR-012:004,,Fjárhlöð,brú,heimild,413377,372172,2,,,RGG,27/04/12,ÁE,,
ÁR-012:005,,Engjavarða,óþekkt,varða,413707,372376,2,,ÁR012_005_A; ÁR012_005_ANA;,RGG,27/04/12,ÁE,,
ÁR-012:006,,Byrgisrimar,fjárskýli,tóft,414056,372480,2,ÁR012:006,ÁR012_006_NA,RGG,27/04/12,ÁE,,
ÁR-012:007,,Stekkjartúnshóll,stekkur,tóft,413685,372066,2,ÁR012:007,ÁR012_007_N; ÁR012_007_V (2); ÁR012_007_V,RGG,27/04/12,ÁE,,
ÁR-012:008,,,fjárhús,þúst,413271,372169,2,ÁR012:008,ÁR012_008_A,RGG,26/04/12,ÁE,,
ÁR-012:011,,Fjósaskák,fjós,heimild,413207,371968,2,,,RGG,26/04/12,ÁE,,
ÁR-012:012,,Stöðulhóll,kvíar,heimild,413307,371988,2,,,RGG,26/04/12,ÁE,,
ÁR-012:013,,Skemmudæla,skemma,örnefni,413279,371957,2,,,RGG,26/04/12,ÁE,,
ÁR-012:014,,Útgarður,stekkur,heimild,413679,372593,2,,,RGG,27/04/12,ÁE,,
ÁR-012:015,,,fjárskýli,tóft,414002,372651,2,ÁR012:015,ÁR012_015_A,RGG,27/04/12,,,
ÁR-012:016,,,fjárskýli,tóft,413642,372424,2,Ár012:016,ÁR012_016_N,RGG,27/04/12,ÁE,,
ÁR-012:017,,,brunnur,brunnur,413167,371915,2,ÁR0112:017,ÁR012_017_V,RGG,26/04/12,ÁE,,
ÁR-012:018,,Nátthagi,nátthagi,heimild,413344,371914,2,,,RGG,26/04/12,ÁE,,
ÁR-012:019,,Ullargjá,þvottastaður,lind,413447,371976,2,,,RGG,26/04/12,ÁE,,
ÁR-012:020,,,vörslugarður,heimild,413263,372052,2,,,RGG,26/04/12,ÁE,,
ÁR-012:021,,,landamerki,varða,413805,372898,2,,,RGG,27/04/12,ÁE,,
ÁR-012:023,,,kálgarður,heimild,413194,371942,2,,,RGG,26/04/12,ÁE,,
ÁR-012:024,,,útihús,tóft+garðlag,413280,372072,2,ÁR012:024,ÁR012_024_V,RGG,26/04/12,ÁE,,
ÁR-012:025,,,útihús,heimild,413242,372030,2,,,RGG,26/04/12,ÁE,,
ÁR-012:026,,,kálgarður,heimild,413175,371976,2,,,RGG,26/04/12,ÁE,,
ÁR-012:027,,,útihús,heimild,413143,372028,2,,,RGG,26/04/12,ÁE,,
ÁR-012:028,,,traðir,heimild,413190,371957,2,,,RGG,26/04/12,ÁE,,
ÁR-012:029,,,útihús,heimild,413272,371884,2,,,RGG,26/04/12,ÁE,,
ÁR-012:030,,,óþekkt,þúst,413638,372001,2,ÁR012:030,ÁR012_030_S,RGG,27/04/12,,,
ÁR-013:001,,Gafl,bústaður,bæjarhóll,412487,372446,2,ÁR013:001,ÁR013_001_N,RGG,25/04/12,SG,14/05/06,
ÁR-013:002,,Fjósadæla,fjós,örnefni,412424,372458,2,,,RGG,25/04/12,ÁE,,
ÁR-013:003,,Hamarsvarða,landamerki,varða,412018,373226,2,,ÁR013_003_VNV,RGG,20/04/12,ÁE,,
ÁR-013:004,,Stekkur,stekkur,heimild,412567,372696,2,,,RGG,25/04/12,ÁE,,
ÁR-013:005,,Borgarhólar,fjárskýli,tóftir,413537,373063,2,ÁR013:005,ÁR013_005_VNV a-i,RGG,25/04/12,ÁE,,
ÁR-013:006,,Litlihóll,huldufólksbústaður,huldufólksbústaður,412572,372594,2,,ÁR013_006_N,RGG,25/04/12,ÁE,,
ÁR-013:007,,Lambhúsflóð,lambhús,örnefni,412534,372301,2,,,RGG,25/04/12,ÁE,,
ÁR-013:009,,,kálgarður,heimild,412467,372435,2,,,RGG,25/04/12,ÁE,,
ÁR-013:010,,,útihús,heimild,412524,372383,2,,,RGG,25/04/12,ÁE,,
ÁR-013:011,,,útihús,heimild,412516,372363,2,,,RGG,25/04/12,ÁE,,
ÁR-013:012,,,útihús,heimild,412450,372329,2,,,RGG,25/04/12,ÁE,,
ÁR-013:013,,,útihús,heimild,412410,372332,2,,,RGG,25/04/12,ÁE,,
ÁR-013:014,,,útihús,heimild,412426,372352,2,,,RGG,25/04/12,ÁE,,
ÁR-013:015,,,útihús,heimild,412397,372359,2,,,RGG,25/04/12,ÁE,,
ÁR-013:016,,Grænaskjól,fjárskýli,þúst,412870,373018,2,,ÁR013_016_V,RGG,25/04/12,,,
ÁR-013:017,,,útihús,heimild,412349,372304,2,,,RGG,25/04/12,,,
ÁR-013:018,,,beitarhús,tóft+garðlag,412575,373090,2,ÁR013:018,ÁR013_018a_ASA; ÁR013_018a_SA; ÁR013_018b_S,RGG,25/04/12,,,
ÁR-013:019,,Garðatún,óþekkt,örnefni,412691,372035,2,,,RGG,25/04/12,,,
ÁR-013:020,,,mógrafir,náma,412496,371616,2,,ÁR013_020_A,RGG,25/04/12,,,
ÁR-013:021,,,mógrafir,náma,412707,371865,2,,ÁR013_021 a-e,RGG,25/04/12,,,
ÁR-013:022,,,óþekkt,tóft+garðlag,412331,372063,2,013:022,ÁR013_022_NNA; ÁR013_022a_N; ÁR013_022c_NNA,RGG,25/04/12,,,
ÁR-013:023,,,heystæði,þúst,412354,371691,2,ÁR013:023,ÁR013_023_N,RGG,25/04/12,,,
ÁR-013:024,,,leið,heimild,412440,371915,2,,,RGG,25/04/12,,,
ÁR-013:026,,,leið,heimild,412691,372354,2,,,RGG,25/04/12,,,
ÁR-014:001,,Saurbær,bústaður,bæjarhóll,411311,373261,2,ÁR014:001,ÁR014_001 a-e,RGG,13/04/11,SG,14/05/06,
ÁR-014:002,,Saurbæjarkot,býli,þúst,411286,373203,2,ÁR014:002,ÁR014_002_NA,RGG,13/04/12,ÁE,,
ÁR-014:003,,Ærhústún,fjárhús,tóftir,411353,373509,2,ÁR014:003,ÁR014_003 a-f,RGG,13/04/12,ÁE,,
ÁR-014:005,,Loðnuvarða,landamerki,varða,411709,374464,2,,,RGG,13/04/12,ÁE,,
ÁR-014:006,,Þórarinsborg,fjárskýli,tóft,410662,373366,2,ÁR014:006,ÁR014_006 a-d,RGG,13/04/12,ÁE,,
ÁR-014:007,,,traðir,vegur,411332,373289,2,,ÁR014_007_N,RGG,13/04/12,ÁE,,
ÁR-014:008,,,kálgarður,garðlag,411307,373230,2,ÁR014:008,Sjá 001,RGG,13/04/12,ÁE,,
ÁR-014:009,,,útihús,þúst,411336,373350,2,ÁR014:009,ÁR014_009_N,RGG,13/04/12,ÁE,,
ÁR-014:010,,,útihús,þúst,411363,373331,2,ÁR014:010,ÁR014_010_ANA,RGG,13/04/12,ÁE,,
ÁR-014:011,,,brunnur,brunnur,411338,373272,2,,ÁR014_011,RGG,,ÁE,,
ÁR-014:012,,,túngarður,garðlag,411266,373153,2,,ÁR014_012_V,RGG,13/04/12,,,
ÁR-014:013,,Digra-Sigga,eyktamark,varða,410376,374153,2,,ÁR014_013_VSV,RGG,13/04/12,,,
ÁR-014:014,,Betlihem,óþekkt,tóft,411429,373680,2,ÁR014:014,ÁR014_014_N,RGG,13/04/12,,,
ÁR-014:015,,,leið,vegur,411677,373755,2,,ÁR-014_015_NV,RGG,13/04/12,,,
ÁR-014:016,,,óþekkt,varða,410735,373523,2,,ÁR014_016_N,RGG,13/04/12,,,
ÁR-014:017,,Grænhóll,óþekkt,þúst,410675,373819,2,ÁR014:017,ÁR014_017_A; ÁR014_017_N,RGG,13/04/12,,,
ÁR-014:018,,,óþekkt,garðlag,411769,373221,2,,,RGG,19/04/13,,,
ÁR-014:020,,Kolsgarður,áveita,garðlag,411559,374321,2,,ÁR014_020_N; ÁR014_020_N(2),RGG,16/04/12,,,
ÁR-014:021,,,vörslugarður,garðlag,411553,373634,2,,014:021; 014:003,RGG,16/04/12,,,
ÁR-015:001,,Skúfslækur,bústaður,bæjarhóll,412812,373738,2,ÁR015:001,ÁR015_001_A; ÁR015_001_NA,RGG,16/04/12,SG,14/05/06,
ÁR-015:002,,Álagaþúfur,útihús,álagablettur,412802,373851,2,ÁR015:002,ÁR015_002_NA,RGG,16/04/12,ÁE,,
ÁR-015:003,,Stekkatúnshús,stekkur,garðlag,412739,374093,2,,ÁR015_003a_V; ÁR015_003b_ASA,RGG,16/04/12,ÁE,,
ÁR-015:004,,,kvíar,heimild,412580,373774,2,,,RGG,16/04/12,ÁE,,
ÁR-015:005,,Rjómaklettur,óþekkt,hleðsla,412456,373883,2,ÁR015:005,ÁR015_005_S,RGG,17/04/12,ÁE,,
ÁR-015:006,,,leið,heimild,411992,373746,2,,,RGG,17/04/12,ÁE,,
ÁR-015:007,,Sauðhústótt,fjárhús,tóftir,412365,373813,2,ÁR015:007,ÁR015_007a_N; ÁR015_007b_S; ÁR015_007b_V,RGG,17/04/12,ÁE,,
ÁR-015:009,,Saurbæjarvað,vað,heimild,411958,373730,2,,ÁR015_009_V,RGG,17/04/12,ÁE,,
ÁR-015:010,,Skálatjörn,sæluhús,örnefni,413150,374503,2,,,RGG,17/04/12,ÁE,,
ÁR-015:011,,Grófarvað,vað,heimild,413539,373667,2,,,RGG,15/04/12,ÁE,,
ÁR-015:012,,Markavarða,landamerki,heimild,415214,373175,2,,,RGG,25/04/12,ÁE,,
ÁR-015:013,,Strokkhóll,,huldufólksbústaður,412706,373376,2,,ÁR015_013_N,RGG,16/04/12,ÁE,,
ÁR-015:014,,,kálgarður,heimild,412806,373728,2,,,RGG,16/04/12,ÁE,,
ÁR-015:015,,,útihús,þúst,412820,373691,2,ÁR015:015,ÁR015_015_A; ÁR015_015_V,RGG,16/04/12,ÁE,,
ÁR-015:016,,,útihús,heimild,412770,373696,2,,,RGG,16/04/12,ÁE,,
ÁR-015:017,,,kálgarður,heimild,412766,373826,2,,,RGG,16/04/12,ÁE,,
ÁR-015:018,,,traðir,heimild,412768,373735,2,,,RGG,16/04/12,ÁE,,
ÁR-015:019,,,leið,heimild,412763,373815,2,,,RGG,16/04/12,,,
ÁR-015:020,,,leið,frásögn,412850,379326,2,,,RGG,16/04/12,,,
ÁR-015:021,,,vörslugarður,garðlag,411976,373722,2,,ÁR015_021_A,RGG,17/04/12,,,
ÁR-015:022,,,túngarður,heimild,412871,373874,2,,,RGG,16/04/12,,,
ÁR-015:023,,,leið,gata,413289,373691,2,,ÁR-015:023_A,RGG,17/04/12,,,
ÁR-015:024,,,beitarhús,tóft,412325,373740,2,015:024,ÁR015_024_N,RGG,17/04/12,,,
ÁR-016:001,,Syðri Gröf,bústaður,bæjarhóll,414519,374081,2,,,OV/RGG,05/05/04,SG,14/05/06,
ÁR-016:002,,,bænhús,þúst,414379,374176,2,,ÁR016_002_ANA,OV/RGG,05/05/04,ÁE,,
ÁR-016:003,,,óþekkt,þúst,414488,373223,2,,ÁR016_003_N,RGG,17/04/12,ÁE,,
ÁR-016:006,,,beitarhús,frásögn,414615,373152,2,,,RGG,17/04/12,ÁE,,
ÁR-016:009,,Þrísteinar,,álagablettur,413940,373468,2,,ÁR016_009_SV,RGG,17/04/12,ÁE,,
ÁR-016:011,,,túngarður,heimild,414658,374157,2,,,RGG,17/04/12,ÁE,,
ÁR-016:012,,,kálgarður,heimild,414511,374062,2,,,RGG,17/04/12,ÁE,,
ÁR-016:013,,,útihús,heimild,414341,374033,2,,,RGG,17/04/12,ÁE,,
ÁR-016:014,,,kálgarður,heimild,414659,374058,2,,,RGG,17/04/12,ÁE,,
ÁR-016:015,,,hesthús,heimild,414658,374127,2,,,RGG,17/04/12,ÁE,,
ÁR-016:016,,,útihús,heimild,414619,374139,2,,,RGG,17/04/12,ÁE,,
ÁR-016:017,,,útihús,heimild,414484,374074,2,,,RGG,17/04/12,ÁE,,
ÁR-016:018,,,útihús,heimild,414329,374011,2,,,RGG,17/04/12,ÁE,,
ÁR-016:019,,,fjárskýli,tóftir,414684,373427,2,ÁR016:019,ÁR016_019a_A; ÁR016_019b_N,RGG,17/04/12,,,
ÁR-016:020,,,beitarhús,garðlag,414684,373427,2,,ÁR016_020b_V,RGG,17/04/12,,,
ÁR-016:021,,,þvottastaður,frásögn,414266,373777,2,,,RGG,17/04/12,,,
ÁR-016:022,,,kvíar,garðlag,414449,373917,2,,ÁR016_022_NV,RGG,17/04/12,,,
ÁR-016:023,,Mýrarvað,vað,frásögn,413970,372847,2,,ÁR016_023_VSV,RGG,17/04/12,,,
ÁR-016:024,,,leið,frásögn,413968,372869,2,,,RGG,17/04/12,,,
ÁR-017:001,,Efri Gröf,bústaður,bæjarhóll,414222,374479,2,ÁR017:001,ÁR017_001 a-d,RGG,30/04/12,SG,14/05/06,
ÁR-017:002,,Lambhúsdæl,lambhús,heimild,414068,374454,2,,,RGG,30/04/12,ÁE,,
ÁR-017:003,,Kumlamýri,,örnefni,413947,374812,2,,,RGG,30/04/12,ÁE,,
ÁR-017:004,,,beitarhús,tóft,413888,374775,2,Ár017:004,ÁR017_004_N; ÁR017_004_S,RGG,30/04/12,ÁE,,
ÁR-017:005,,Gerði,fjárhús,tóftaþyrping,414313,374646,2,ÁR017:005,ÁR017_005a_A-E,RGG,30/04/12,ÁE,,
ÁR-017:006,,,útihús,þúst,414263,374487,2,,ÁR017_006_N,RGG,30/04/12,ÁE,,
ÁR-017:007,,,leið,gata,414299,374371,2,,,RGG,30/04/12,,,
ÁR-017:008,,Steinbogi,áveita,garðlag,414221,374228,2,,,RGG,30/04/12,ÁE,,
ÁR-017:009,,,rétt,tóft,414573,374791,2,ÁR017:009,ÁR017_009_ASA; ÁR017_009_V,RGG,30/04/12,ÁE,,
ÁR-017:010,,,landamerki,garðlag,414254,375138,2,,ÁR017_010_V,RGG,30/04/12,ÁE,,
ÁR-017:011,,,landamerki,garðlag,414352,374202,2,,ÁR017_011_V,RGG,30/04/12,ÁE,,
ÁR-017:012,,,mógrafir,heimild,414033,374652,2,,,RGG,30/04/12,ÁE,,
ÁR-017:013,,,kálgarður,heimild,414199,374456,2,,,RGG,30/04/12,ÁE,,
ÁR-017:014,,,kálgarður,heimild,414225,374457,2,,,RGG,30/04/12,ÁE,,
ÁR-017:015,,,útihús,þúst,414279,374386,2,ÁR017:015,ÁR017_015_A,RGG,30/04/12,ÁE,,
ÁR-017:016,,,útihús,tóft,414309,374436,2,017:016,ÁR017_016_V,RGG,30/04/12,ÁE,,
ÁR-017:017,,,leið,vegur,414224,374511,2,,ÁR017_017_ANA,RGG,30/04/12,,,
ÁR-017:018,,,túngarður,garðlag,414335,374355,2,,ÁR017_018_S; ÁR017_018_SV; ÁR017_018_V,RGG,30/04/12,,,
ÁR-017:019,,,útihús,tóft,414161,374574,2,017:019,ÁR017_019_N,RGG,30/04/12,,,
ÁR-017:021,,,leið,gata,413754,374412,2,,,RGG,30/04/12,ÁE,,
ÁR-017:022,,,leið,vegur,414284,374559,2,,,RGG,30/04/12,,,
ÁR-017:023,,,leið,heimild,414239,374516,2,,,RGG,30/04/12,,,
ÁR-018:001,,Villingaholt,bústaður,bæjarhóll,413835,376061,2,ÁR018_001,ÁR-018_001_A,OV/RGG,24/03/04,OV,05/11/97,
ÁR-018:002,,,kirkja,tóft,413862,376067,2,ÁR018_002,ÁR-018_002_A,OV/RGG,24/03/04,OV,05/11/97,
ÁR-018:003,,Villingaholt,bústaður,bæjarhóll,413868,376825,2,ÁR018_003,ÁR-018_003_N_ÁR-018_003_NA,RGG,02/05/13,ÁE,,
ÁR-018:004,,,kirkja,hús,413881,376723,2,,,RGG,02/05/13,,,
ÁR-018:005,,,legstaður,gripir,413781,376276,2,,,RGG,03/05/13,OV,05/11/97,
ÁR-018:006,,Litlalækjargata,leið,heimild,413621,377290,2,,,RGG,03/05/13,ÁE,,
ÁR-018:007,,Miðgata,leið,renna,413705,377395,2,,,RGG,03/05/13,ÁE,,
ÁR-018:008,,Kúagata,leið,heimild,413901,377302,2,,,RGG,03/05/13,ÁE,,
ÁR-018:009,,,fjárhús,heimild,413941,376591,2,,,RGG,03/05/13,ÁE,,
ÁR-018:010,,Smiðjuhóll,smiðja,þúst,413890,376795,2,ÁR018_010,ÁR-018_010_A,RGG,02/05/13,ÁE,,
ÁR-018:011,,Kirkjuhóll,útihús,þúst,413894,376741,2,ÁR018_011,ÁR-018_011_NV,RGG,02/05/13,ÁE,,
ÁR-018:012,,Kirkjustígur,leið,vegur,413894,376741,2,,ÁR-018_012_N,RGG,02/05/13,ÁE,,
ÁR-018:013,,Háiveggur,túngarður,hleðsla,413868,376653,2,,ÁR-018_013_NV,RGG,03/05/13,ÁE,,
ÁR-018:014,,Stekkur,bústaður,heimild,413601,376039,2,,,RGG,03/05/13,ÁE,,
ÁR-018:015,,Gerði,tún,heimild,413881,376894,2,,,RGG,02/05/13,ÁE,,
ÁR-018:016,,,áveita,renna,413743,376628,2,,,RGG,03/05/13,ÁE,,
ÁR-018:017,,,þvottastaður,heimild,413821,376819,2,,,RGG,02/05/13,ÁE,,
ÁR-018:018,,Torfholt,rista,heimild,413696,376637,2,,,RGG,03/05/13,ÁE,,
ÁR-018:019,,Stöðin,,heimild,413764,376711,2,,,RGG,03/05/13,ÁE,,
ÁR-018:020,,Hamarsholtið,huldufólksbústaður,huldufólksbústaður,413458,377238,2,,ÁR-018_020_NNV,RGG,03/05/13,ÁE,,
ÁR-018:021,,Grænaborg,fjárskýli,tóft,413570,377668,2,ÁR018_021,ÁR-018_021_ASA; ÁR-018_021_N,RGG,03/05/13,ÁE,,
ÁR-018:022,,Stóravarða,landamerki,heimild,414022,378732,2,,,RGG,09/05/13,ÁE,,
ÁR-018:023,,,útihús,þúst,413842,376103,2,,ÁR-018_023a_V,RGG,21/05/13,,,
ÁR-018:024,,Tætturnar,fjárhús,tóft,414105,377667,2,ÁR-018:024,ÁR-018_024_SA; ÁR-018_024_SA(2); ÁR-018_024_V,RGG,07/05/13,ÁE,,
ÁR-018:025,,,óþekkt,hleðsla,413051,375119,2,ÁR018-025,ÁR-018_025_NV,RGG,03/05/13,ÁE,,
ÁR-018:026,,Ósagrafir,mógrafir,náma,414840,377375,2,ÁR018:026,ÁR-018_026 a-c,RGG,02/05/13,ÁE,,
ÁR-018:027,,,NÁMA,náma,414693,376371,2,,ÁR-018_027 (2),RGG,02/05/13,ÁE,,
ÁR-018:028,,,stekkur,tóft,413638,377354,2,ÁR018:028,ÁR-018_028_VNV,RGG,03/05/13,ÁE,,
ÁR-018:029,,Akur,kálgarður,heimild,414254,375430,2,,,RGG,02/05/13,ÁE,,
ÁR-018:030,,Grafarteigur,mógrafir,örnefni,413109,375822,2,,ÁR-018_030_S,RGG,03/05/13,ÁE,,
ÁR-018:031,,,áveita,garðlag,412965,375129,2,,ÁR-018_031_V,RGG,05/05/13,ÁE,,
ÁR-018:032,,,kálgarður,mannvirki,413707,375927,2,,,RGG,03/05/13,ÁE,,
ÁR-018:033,,Borg,býli,tóftir,413556,376011,2,ÁR018:033,ÁR-018_033 a-d,RGG,03/05/13,ÁE,,
ÁR-018:034,,Brunnmýri,brunnur,heimild,413492,376096,2,,ÁR-018_034_N,RGG,03/05/13,ÁE,,
